temp_rollmean_3,temp_rollmean_7,temp_rollstd_7
26.933333333333334,26.785714285714285,0.35321651258386383
27.266666666666666,26.942857142857147,0.47908643220593583
27.400000000000002,27.085714285714285,0.3532165125838667
27.46666666666667,27.185714285714287,0.3579039509355032
27.166666666666668,27.142857142857142,0.38668308667927803
26.96666666666667,27.12857142857143,0.4070801956792906
26.633333333333336,27.08571428571429,0.45981362684089144
26.433333333333334,26.928571428571427,0.5529143565818181
26.3,26.714285714285715,0.4913538149119914
26.2,26.571428571428573,0.4715728494951184
26.2,26.385714285714283,0.24784787961280005
26.2,26.3,0.17320508075685373
26.2,26.24285714285714,0.11338934190271194
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.23333333333333,26.214285714285715,0.03779644730074861
26.233333333333334,26.214285714285715,0.03779644730074861
26.23333333333333,26.214285714285715,0.03779644730074861
26.2,26.214285714285715,0.03779644730074861
26.2,26.214285714285715,0.03779644730074861
26.2,26.214285714285715,0.03779644730074861
26.399999999999995,26.3,0.22360679774995146
26.599999999999998,26.37142857142857,0.2927700218845397
26.733333333333334,26.428571428571427,0.29277002188454004
26.633333333333336,26.47142857142857,0.27516228977509644
26.433333333333337,26.47142857142857,0.27516228977509644
26.299999999999997,26.471428571428568,0.27516228977509644
26.2,26.47142857142857,0.27516228977509644
26.2,26.385714285714283,0.24784787961279783
26.2,26.300000000000004,0.1732050807568544
26.2,26.24285714285714,0.11338934190271684
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.2,26.2,0.0
26.266666666666666,26.228571428571428,0.07559289460176782
26.433333333333334,26.299999999999994,0.19148542155123496
26.833333333333332,26.471428571428568,0.4498677054212028
27.333333333333332,26.714285714285715,0.6792853387410579
27.8,26.985714285714284,0.8071112509614466
27.900000000000002,27.2,0.7615773105863755
27.8,27.400000000000002,0.6271629240742048
27.733333333333334,27.614285714285717,0.4634241089562288
27.73333333333333,27.75714285714286,0.2299068134203737
